1,202295
10,150553
100,12344
1000,113
10000,3
10008,1
1001,78
10010,1
10015,1
1002,82
10025,1
1003,80
1004,69
10046,1
1005,104
10050,1
1006,57
10067,1
1007,53
10075,2
1008,75
1009,87
101,10095
1010,103
10101,2
1011,96
1012,84
1013,83
1014,81
1015,98
1016,76
10167,2
1017,82
1018,54
1019,85
102,9718
1020,88
10201,1
1021,83
10210,1
1022,59
10224,1
1023,64
10234,1
1024,52
1025,89
10254,1
10256,1
1026,57
1027,46
10272,1
1028,59
10284,1
10286,1
1029,74
103,8651
1030,116
1031,64
1032,49
1033,70
10338,1
1034,68
1035,109
10354,1
1036,54
1037,46
10372,1
1038,52
1039,149
10394,1
104,8779
1040,83
1041,106
1042,51
10422,1
1043,44
1044,84
1045,85
1046,43
1047,57
1048,52
10480,2
10489,1
1049,87
105,9388
1050,90
10506,1
1051,81
1052,40
10529,1
1053,48
10534,1
1054,59
1055,92
1056,55
10560,1
1057,63
10571,1
1058,59
10581,1
1059,62
106,8809
1060,169
1061,78
1062,62
1063,59
1064,85
1065,84
1066,102
10666,1
1067,49
1068,63
10687,1
1069,58
10691,1
10695,1
10699,1
107,8406
1070,95
10700,2
10702,1
1071,41
1072,108
1073,62
1074,101
10740,1
1075,320
1076,62
1077,54
10777,1
1078,74
1079,51
108,8600
1080,99
1081,47
10810,1
1082,45
10828,1
1083,38
1084,62
1085,75
10855,2
1086,59
10860,1
1087,36
1088,45
1089,45
109,7993
1090,89
10901,2
1091,56
10910,1
1092,46
1093,54
1094,46
10940,1
1095,67
10950,2
10955,1
1096,62
1097,41
10970,1
10974,1
1098,64
1099,66
11,138737
110,8942
1100,94
11007,1
1101,71
1102,68
11025,1
1103,64
11032,2
1104,67
11040,2
11042,1
1105,148
1106,61
1107,51
1108,55
1109,44
111,8246
1110,114
11100,1
1111,104
11111,15
1112,55
11128,1
1113,65
1114,74
1115,76
1116,45
1117,48
1118,38
11181,1
11183,1
1119,64
112,8286
1120,79
11204,1
11206,1
1121,83
1122,65
1123,48
1124,35
1125,66
1126,36
11260,1
1127,49
1128,28
1129,55
11294,3
113,6959
1130,82
11300,1
1131,53
11316,2
1132,28
1133,46
1134,31
1135,80
1136,37
1137,48
1138,30
1139,40
114,7476
1140,146
1141,40
1142,34
1143,33
11431,1
1144,40
1145,48
11450,1
1146,37
11460,1
11467,1
1147,38
1148,54
11480,1
1149,66
115,7793
1150,88
1151,36
1152,36
1153,33
1154,34
1155,57
11552,1
1156,37
1157,41
11574,1
11575,1
1158,70
1159,51
11594,1
116,7224
1160,170
11601,1
1161,45
1162,80
11623,1
1163,41
11636,1
1164,23
1165,77
1166,29
11665,1
1167,36
1168,37
11689,1
1169,34
117,6896
1170,76
11701,1
1171,37
1172,43
1173,43
1174,50
1175,66
1176,27
1177,35
1178,35
1179,45
11795,1
118,6800
1180,100
11805,1
1181,50
11815,1
1182,31
11825,1
1183,33
1184,36
11840,1
1185,65
1186,45
11864,4
1187,57
1188,41
1189,96
119,6525
1190,62
1191,46
1192,41
1193,30
1194,38
1195,71
11958,1
1196,29
1197,40
11978,1
1198,29
1199,51
12,135668
120,8204
1200,69
1201,58
1202,33
12022,2
12024,1
1203,65
1204,58
12042,1
1205,65
1206,42
12064,1
12069,1
1207,47
12075,3
1208,54
1209,43
12096,1
121,6552
1210,55
1211,76
1212,44
1213,62
1214,74
1215,338
1216,62
1217,110
1218,61
12180,1
12182,1
1219,44
12198,1
122,6933
1220,76
1221,43
12216,1
1222,58
1223,32
1224,48
1225,50
1226,28
12261,1
12265,1
1227,56
12272,1
1228,33
1229,54
123,6223
1230,151
1231,72
1232,36
1233,25
12335,1
1234,37
12341,1
1235,71
1236,30
1237,21
12370,1
1238,34
1239,32
124,6236
1240,53
1241,34
1242,34
1243,27
1244,33
1245,56
1246,33
1247,27
12474,1
1248,39
1249,26
125,7352
1250,59
12509,1
1251,121
12510,1
12517,2
1252,30
1253,35
1254,31
12541,1
1255,69
1256,36
12561,1
12563,2
12569,1
1257,22
1258,25
1259,66
12593,2
12594,1
126,6285
1260,67
1261,29
1262,27
12625,1
1263,28
1264,40
1265,52
1266,36
1267,49
1268,29
1269,36
127,6453
1270,42
1271,40
12714,1
1272,33
1273,28
12737,1
1274,25
12741,1
1275,44
12750,1
12754,1
12755,2
1276,27
1277,71
12771,1
1278,22
12783,1
1279,31
128,6132
1280,67
1281,43
1282,43
12823,1
1283,26
1284,34
1285,31
1286,75
1287,33
1288,33
1289,36
129,5971
1290,66
1291,23
1292,54
1293,31
1294,31
1295,48
1296,30
1297,35
1298,36
12985,1
1299,49
12994,1
12999,1
13,107238
130,6627
1300,60
1301,41
13019,1
1302,26
1303,39
1304,49
1305,58
1306,44
1307,29
13076,2
1308,28
1309,50
131,5689
1310,74
1311,42
13115,1
13118,1
1312,43
13121,1
13129,1
1313,45
1314,41
1315,72
1316,73
1317,50
13175,1
1318,44
13185,1
1319,42
13191,1
132,5548
1320,65
13200,1
1321,40
1322,88
1323,26
1324,39
1325,88
1326,24
1327,31
1328,42
13281,1
1329,51
13295,1
133,5592
1330,51
1331,41
13311,1
1332,43
1333,36
1334,25
1335,40
1336,112
13363,1
1337,97
1338,36
1339,22
134,5212
1340,55
1341,29
1342,33
1343,27
1344,38
1345,65
13454,1
1346,24
1347,33
1348,23
13483,1
1349,29
13494,1
13496,1
135,5602
1350,66
1351,67
1352,41
1353,31
1354,22
13542,2
13544,1
1355,40
1356,31
13563,1
1357,25
1358,28
13580,1
13582,1
1359,40
136,5201
1360,38
1361,20
1362,24
1363,22
1364,17
1365,49
13650,1
13655,1
13657,1
1366,34
1367,21
1368,27
13683,2
1369,32
137,5093
1370,61
1371,43
1372,20
1373,40
1374,46
1375,46
1376,21
1377,27
1378,30
1379,31
13794,1
138,4980
1380,72
1381,26
13813,1
1382,25
1383,28
1384,18
1385,35
13851,1
1386,28
1387,22
1388,13
1389,23
139,5269
1390,45
1391,37
13911,1
1392,12
1393,22
1394,24
13945,1
1395,60
1396,22
1397,23
1398,24
13985,1
1399,24
14,122276
140,5618
1400,69
14001,2
1401,27
1402,30
1403,31
1404,32
1405,56
1406,23
1407,26
14070,1
14071,1
1408,26
1409,80
14096,1
141,4789
1410,43
1411,27
1412,11
1413,24
1414,22
1415,48
1416,60
1417,28
1418,33
1419,34
142,4757
1420,84
1421,32
1422,34
1423,25
1424,47
1425,61
1426,25
1427,22
1428,18
1429,24
143,4370
1430,61
1431,48
1432,14
14324,1
1433,29
1434,25
1435,43
1436,27
1437,33
1438,28
1439,38
144,4637
1440,53
1441,36
1442,29
1443,25
14430,1
1444,22
1445,47
1446,22
1447,30
1448,26
1449,27
145,4716
1450,41
1451,18
1452,52
14526,1
1453,27
1454,26
1455,48
1456,28
1457,34
14572,1
1458,50
1459,22
14593,1
146,4534
1460,60
1461,28
1462,21
1463,22
14634,1
1464,25
1465,31
1466,23
1467,24
1468,17
1469,24
147,4292
1470,34
14705,1
1471,27
1472,20
14728,2
1473,18
14735,1
1474,38
14743,1
14745,1
1475,52
1476,22
1477,15
1478,15
1479,43
148,4443
1480,35
1481,55
1482,21
1483,20
1484,37
14846,1
1485,34
1486,21
14863,2
1487,18
1488,23
14884,1
1489,17
149,4468
1490,45
1491,34
14916,1
1492,34
1493,22
14931,1
14933,1
1494,23
1495,81
1496,12
1497,48
1498,34
1499,24
15,118863
150,5506
1500,60
15000,1
1501,36
1502,42
1503,21
1504,24
15046,1
1505,29
1506,30
1507,18
1508,26
1509,34
151,4204
1510,59
1511,14
1512,31
1513,23
1514,22
1515,39
1516,27
15165,1
1517,66
1518,20
15181,1
1519,28
15194,2
152,4089
1520,49
1521,30
15215,1
1522,19
15226,1
1523,30
1524,21
1525,36
1526,41
1527,25
1528,36
1529,37
153,4000
1530,42
1531,20
15312,1
1532,23
1533,16
1534,27
1535,28
1536,17
1537,33
1538,13
1539,14
154,3857
1540,41
15409,1
1541,40
15418,1
1542,24
1543,17
1544,66
1545,34
1546,16
1547,7
1548,22
15488,1
1549,19
155,4640
1550,49
1551,20
1552,25
1553,30
1554,29
1555,39
1556,12
1557,38
1558,22
15587,2
1559,49
156,4003
1560,30
1561,29
1562,22
1563,22
1564,21
1565,32
15651,2
1566,33
15663,1
1567,23
1568,17
1569,23
157,4102
1570,25
1571,21
1572,23
1573,49
1574,24
1575,29
1576,31
1577,10
1578,21
1579,18
158,3905
1580,71
15806,1
15808,1
1581,14
1582,75
1583,16
1584,20
1585,38
1586,12
1587,21
1588,17
1589,23
159,3777
1590,26
15906,2
1591,18
1592,17
1593,16
1594,16
1595,21
1596,54
1597,14
1598,18
1599,17
16,112943
160,4692
1600,33
1601,29
1602,14
1603,11
1604,16
1605,29
1606,10
16066,1
1607,9
1608,16
1609,13
161,3832
1610,38
1611,12
16112,1
1612,16
16122,1
1613,12
1614,33
1615,31
1616,15
1617,16
1618,28
1619,15
162,3668
1620,42
16200,1
1621,20
16211,1
16216,1
1622,15
1623,18
1624,11
16245,1
1625,49
1626,14
1627,10
1628,14
16282,1
16285,2
1629,24
163,3487
1630,64
1631,12
1632,18
1633,15
1634,21
1635,13
1636,13
1637,21
1638,8
1639,15
164,3456
1640,28
1641,10
1642,11
1643,9
1644,14
1645,21
1646,16
16466,1
1647,14
16476,1
1648,13
1649,27
16496,1
165,3763
1650,35
1651,16
1652,13
16524,1
1653,11
1654,20
1655,28
1656,11
1657,29
1658,7
1659,23
166,3483
1660,28
1661,18
1662,15
1663,12
1664,13
1665,32
1666,14
16664,2
1667,7
1668,7
1669,19
16696,1
167,3366
1670,13
1671,17
1672,6
1673,16
1674,3
16743,1
1675,43
1676,5
16762,1
16766,1
16767,1
1677,6
1678,11
1679,51
16797,2
168,3628
1680,27
16806,1
1681,21
1682,14
16820,1
1683,14
16830,1
1684,9
1685,22
1686,77
1687,11
1688,4
1689,16
169,3325
1690,28
16901,1
1691,10
16919,1
1692,11
1693,10
1694,10
1695,31
1696,7
1697,20
1698,2
1699,4
16999,1
17,103642
170,3858
1700,22
1701,17
1702,16
1703,15
1704,10
1705,27
1706,16
1707,20
1708,29
1709,17
171,3516
1710,33
1711,10
1712,10
17125,1
1713,8
1714,20
17145,1
1715,25
1716,12
1717,20
17171,1
1718,10
1719,37
172,3054
1720,47
1721,30
17213,1
1722,9
1723,19
1724,17
17245,1
1725,14
1726,14
1727,17
1728,14
1729,12
173,3084
1730,24
1731,18
17317,1
1732,6
1733,8
17333,1
1734,6
1735,17
17351,1
1736,11
1737,7
1738,9
1739,8
174,3168
1740,71
1741,19
17418,1
1742,11
17427,1
1743,14
17438,1
1744,17
17447,1
1745,19
1746,13
17463,1
1747,12
17475,1
1748,137
1749,12
175,3204
1750,19
17500,3
1751,12
17519,1
1752,9
1753,13
17535,1
1754,9
1755,21
1756,8
1757,15
1758,13
1759,9
176,2982
1760,20
1761,27
1762,6
1763,30
1764,9
17640,2
1765,19
1766,9
17668,1
1767,12
1768,10
1769,6
177,3850
1770,30
1771,12
17710,1
17719,1
1772,11
1773,10
1774,20
1775,22
1776,12
1777,8
1778,6
1779,7
178,2792
1780,37
1781,16
17814,3
1782,13
1783,9
1784,12
17846,1
1785,21
1786,6
1787,10
1788,12
1789,11
179,2943
1790,17
1791,14
1792,11
1793,13
1794,13
1795,26
1796,15
1797,10
1798,8
17984,1
1799,11
18,103542
180,3544
1800,29
1801,10
1802,11
1803,11
18039,1
1804,13
18040,2
1805,20
1806,10
1807,6
18079,1
1808,11
1809,5
181,3156
1810,24
1811,12
18117,1
1812,6
1813,7
1814,8
1815,11
18157,1
1816,7
1817,12
1818,7
1819,10
18195,2
182,2795
1820,44
1821,10
1822,20
1823,15
1824,14
1825,23
1826,11
1827,8
1828,5
1829,15
18291,1
183,3155
1830,38
1831,7
1832,9
1833,12
1834,10
1835,14
1836,10
1837,11
1838,10
1839,12
184,3006
1840,23
18405,1
1841,8
1842,14
1843,14
1844,7
1845,26
1846,14
18460,1
1847,15
1848,9
1849,21
185,2941
1850,24
1851,12
1852,14
1853,6
1854,9
1855,14
18554,1
1856,6
18569,1
1857,13
1858,14
1859,22
186,2817
1860,21
1861,5
1862,10
1863,16
18639,1
1864,9
1865,25
1866,8
1867,11
1868,7
1869,8
18690,1
187,2672
1870,14
1871,22
1872,6
1873,13
1874,13
1875,17
1876,7
1877,12
1878,10
1879,11
188,2739
1880,22
18803,1
1881,18
1882,13
1883,6
18833,1
1884,9
1885,16
1886,10
1887,15
1888,6
1889,6
189,2544
1890,14
1891,4
18919,1
1892,4
1893,46
1894,8
18949,3
1895,21
1896,3
1897,7
18979,2
1898,8
1899,9
19,96180
190,2779
1900,8
1901,13
1902,4
1903,8
1904,7
1905,20
1906,9
19063,1
1907,7
1908,5
19086,2
19089,1
1909,10
191,2679
1910,13
1911,20
19112,1
19114,2
1912,3
1913,8
1914,6
1915,10
1916,7
1917,21
1918,2
1919,8
192,2624
1920,10
1921,59
1922,9
1923,30
19233,1
1924,14
1925,38
1926,5
1927,27
1928,16
1929,24
193,2416
1930,18
1931,13
1932,5
1933,20
1934,5
19349,1
1935,17
1936,10
1937,13
1938,6
1939,20
194,2405
1940,14
1941,15
1942,3
1943,7
1944,21
19442,3
19447,1
1945,27
19457,1
1946,5
19463,1
1947,15
1948,8
1949,11
195,2618
1950,10
1951,17
1952,10
1953,16
1954,8
1955,14
1956,8
1957,7
1958,6
1959,13
196,2441
1960,12
1961,11
1962,7
1963,5
1964,11
1965,18
1966,14
1967,10
1968,6
1969,8
197,2353
1970,13
1971,14
1972,3
1973,7
1974,11
1975,7
19758,1
1976,18
1977,5
1978,5
198,2252
1980,16
1981,6
1982,8
1983,14
1984,18
1985,17
1986,1
1987,10
1988,2
1989,10
19897,1
199,2749
1990,25
19902,1
1991,10
1992,7
1993,4
1994,8
1995,15
1996,1
1997,2
1998,7
1999,5
19999,2
2,174057
20,95454
200,3529
2000,34
2001,13
2002,10
2003,12
2004,9
2005,23
2006,3
2007,8
2008,11
2009,8
201,2734
2010,14
2011,17
20116,3
2012,10
2013,7
2014,2
2015,17
2016,6
2017,10
2018,42
2019,18
202,2287
2020,23
2021,10
2022,21
2023,10
2024,17
2025,21
2026,12
2027,8
2028,7
2029,8
203,2227
2030,19
2031,12
2032,20
2033,12
2034,16
2035,12
2036,15
2037,11
2038,7
2039,10
204,2325
2040,25
20406,1
2041,4
2042,12
2043,7
2044,16
2045,17
2046,9
2047,22
2048,16
2049,20
205,2696
2050,18
2051,11
2052,6
2053,7
2054,7
20541,1
2055,18
2056,20
2057,11
2058,11
2059,10
206,2411
2060,26
2061,8
2062,4
2063,9
2064,6
2065,17
2066,10
2067,7
2068,6
2069,6
207,2285
2070,18
2071,6
2072,6
2073,6
2074,4
2075,17
2076,2
20765,1
2077,9
2078,9
2079,6
208,2363
2080,14
2081,9
2082,30
2083,7
2084,7
2085,19
2086,5
2087,16
2088,8
2089,8
209,2460
2090,22
2091,17
2092,6
2093,11
2094,4
2095,22
2096,7
2097,13
2098,8
2099,8
21,86966
210,2541
2100,21
21000,1
2101,12
2102,4
2103,8
2104,10
2105,24
2106,10
2107,14
2108,5
21081,1
2109,11
211,2427
2110,23
2111,12
2112,13
2113,12
2114,2
2115,13
2116,11
2117,12
2118,10
21189,1
2119,14
212,2060
2120,11
2121,15
2122,4
21229,1
2123,21
2124,8
2125,25
2126,3
2127,16
21273,2
2128,6
2129,9
213,1914
2130,14
2131,12
2132,16
2133,5
2134,3
2135,27
21358,2
2136,7
2137,10
2138,7
2139,5
214,1990
2140,17
21400,2
2141,5
2142,7
2143,1
2144,8
2145,18
2146,7
2147,5
2148,18
2149,8
215,2355
2150,15
21508,1
2151,5
2152,5
2153,7
2154,8
2155,20
21554,2
2156,10
2157,6
2158,5
2159,6
216,1900
2160,10
2161,4
2162,3
2163,8
21630,1
2164,6
2165,10
2166,5
2167,6
21671,1
2168,6
21682,1
21689,1
2169,5
217,2002
2170,17
2171,5
2172,4
2173,5
2174,2
2175,19
2176,5
2177,3
2178,7
2179,4
218,1811
2180,11
2181,1
2182,4
2183,2
2184,13
2185,5
21859,1
2186,11
2187,4
2188,8
2189,3
219,2123
2190,13
2191,1
21913,1
2192,6
2193,6
2194,7
2195,13
2196,2
2197,3
2198,3
2199,4
22,86762
220,2499
2200,87
2201,8
2202,7
2203,4
2204,7
2205,9
2206,2
2207,6
2208,5
2209,7
221,2072
2210,12
2211,10
2212,3
2213,9
2214,66
2215,10
2216,7
2217,7
2218,4
2219,13
222,2145
2220,19
2221,5
2222,10
2223,4
2224,17
2225,9
2226,11
2227,6
2228,6
22284,1
2229,5
223,1696
2230,14
2231,4
2232,4
2233,6
2234,6
2235,10
2236,8
2237,14
2238,5
2239,9
224,1776
2240,16
2241,8
2242,8
2243,6
2244,5
22442,1
2245,9
2246,8
22460,1
22464,1
2247,7
22473,1
2248,5
2249,16
225,2069
2250,11
2251,6
2252,10
2253,5
2254,3
2255,16
2256,2
2257,13
2258,5
2259,10
226,1924
2260,9
2261,5
2262,6
22623,2
2263,11
2265,18
2266,4
2267,6
2268,3
22685,1
2269,7
227,1809
2270,11
2271,16
2272,4
22726,2
2273,8
2274,5
2275,5
2276,1
2277,3
2278,4
2279,9
228,1882
2280,18
2281,3
2282,6
22822,1
2283,1
2284,5
2285,9
2286,5
2287,12
2288,6
2289,7
229,1758
2290,15
2291,13
2292,5
2293,11
2294,9
2295,19
2296,3
2297,5
2298,4
2299,7
23,79986
230,2075
2300,9
2301,13
23012,1
23019,1
2302,4
2303,4
2304,10
2305,12
2306,4
2307,4
2308,12
2309,11
231,1744
2310,14
23101,1
2311,11
23111,2
2312,9
2313,3
2314,3
2315,13
2316,9
2317,4
2318,2
2319,9
232,1669
2320,12
2321,6
23219,2
2322,1
2323,5
2324,7
2325,20
23259,1
2326,3
2327,18
2328,6
2329,6
233,1764
2330,13
2331,6
2332,8
2333,4
2334,3
2335,9
2336,2
2337,3
2338,2
2339,4
234,1564
2340,30
2341,5
2342,27
2343,3
2344,3
2345,12
2346,3
2347,8
2348,4
2349,3
235,1933
2350,10
2351,8
2352,1
2353,5
2354,5
2355,7
2356,4
2357,3
2358,6
2359,5
236,1608
2360,10
2361,3
23610,2
2362,3
2363,5
2364,5
2365,13
2366,2
2367,9
23670,1
2368,3
2369,2
237,1650
2370,3
2371,3
2372,5
2373,5
2374,3
2375,10
2376,5
23769,1
2377,6
2378,2
2379,4
238,1507
2380,12
2381,6
23810,1
2382,2
2383,4
23836,2
2384,6
2385,10
2386,8
2387,4
2388,11
2389,2
239,1583
2390,11
2391,8
2392,4
23921,1
2393,1
2394,7
2395,14
2396,7
2397,2
2399,3
24,79131
240,2185
2400,11
2401,5
2402,2
2403,3
2404,6
2405,4
2406,4
2407,9
2408,3
2409,6
241,1587
2410,7
2411,9
2412,3
2413,8
2414,4
2415,7
2416,8
2417,4
2418,8
2419,5
242,1737
2420,16
2421,3
2422,3
2423,4
2424,10
2425,5
24253,1
2426,12
2427,5
2428,10
2429,3
243,1777
2430,4
2431,16
2432,2
2434,2
2435,11
2436,4
2439,5
244,1444
2440,10
2441,5
2442,1
24421,1
2443,7
2444,1
2445,5
2446,5
2447,3
2448,3
2449,4
245,1749
2450,12
2451,4
2452,3
2453,2
2454,3
2455,15
2456,2
2457,4
24580,1
2459,6
246,1453
2460,54
2461,5
2462,109
2463,4
2465,8
2466,4
2467,3
24671,1
2468,2
2469,5
247,1593
2470,8
2471,9
2472,3
24722,2
2473,2
2474,3
2475,20
2476,8
2477,6
2478,2
2479,1
248,1341
2480,8
2481,5
2482,4
2483,5
2484,8
24842,1
2485,10
2486,2
2487,6
2488,4
24884,1
2489,2
249,1668
2490,10
2491,17
24912,1
24918,3
2492,2
2493,2
2494,7
2495,6
2496,6
2497,5
24975,1
2499,1
25,75696
250,2386
2500,10
2501,1
2502,7
2503,3
2504,5
2505,9
2506,13
2507,5
2508,1
25087,1
2509,7
251,1445
2510,7
2511,3
2512,3
2513,1
2514,3
2515,11
2516,2
2517,5
2518,5
2519,6
252,1635
2520,11
25208,1
2521,4
2522,3
2523,1
2524,2
2525,12
2526,5
2527,19
2528,4
2529,12
253,1477
2530,8
2531,11
2532,3
2533,9
2534,2
2535,14
2536,3
2537,1
2538,4
2539,35
254,1445
2540,6
2541,3
2542,65
2543,1
2544,5
2545,7
2546,7
2547,4
2548,7
2549,3
25498,1
255,1551
2550,14
2551,3
2552,1
